id, d, s,c,score,,,
3700,1.72E+09,0.085,6.14E+07,-0.99872762,,,
3720,1.42E+09,0.085,7.19E+07,-0.997452683,,,
3740,1.64E+09,0.08,6.37E+07,-0.998485335,,,
3760,1.37E+09,0.086,8.32E+07,-0.996324753,,,
3780,1.37E+09,0.084,5.03E+07,-0.998657128,,,
3800,1.63E+09,0.087,7.26E+07,-0.998021415,,,
3820,1.80E+09,0.085,5.63E+07,-0.999020665,,,
3840,1.78E+09,0.083,4.24E+07,-0.999432024,,,
3860,1.81E+09,0.087,7.94E+07,-0.998077689,,,
3880,1.45E+09,0.084,6.97E+07,-0.997676771,,,
3900,1.75E+09,0.084,5.93E+07,-0.998847509,,,
3920,1.65E+09,0.086,5.74E+07,-0.998785059,,,
3940,1.79E+09,0.082,6.37E+07,-0.998731408,,,
3960,1.61E+09,0.088,7.35E+07,-0.997906812,,,
3980,2.12E+09,0.085,6.04E+07,-0.999186254,,,
4000,1.35E+09,0.083,8.58E+07,-0.995983646,,,
4020,1.78E+09,0.084,7.43E+07,-0.998253462,,,
4040,1.53E+09,0.082,8.43E+07,-0.99695244,,,
4060,1.71E+09,0.086,6.12E+07,-0.99871522,,,
4080,1.35E+09,0.085,7.96E+07,-0.996530551,,,
4100,1.62E+09,0.084,5.54E+07,-0.998827827,,,
4120,1.59E+09,0.084,8.67E+07,-0.997008527,,,
4140,1.75E+09,0.081,7.88E+07,-0.99797463,,,
4160,1.91E+09,0.088,6.87E+07,-0.998704039,,,
4180,1.62E+09,0.083,6.92E+07,-0.998179818,,,
4200,1.78E+09,0.084,7.74E+07,-0.998099927,,,
4220,1.18E+09,0.084,8.55E+07,-0.994794031,,,
4240,1.52E+09,0.084,6.78E+07,-0.99800558,,,
4260,1.87E+09,0.085,5.73E+07,-0.999057699,,,
4280,1.63E+09,0.086,7.91E+07,-0.997649396,,,
4300,1.61E+09,0.083,6.89E+07,-0.99815822,,,
4320,1.33E+09,0.082,8.71E+07,-0.995700988,,,
4340,1.40E+09,0.083,6.30E+07,-0.997966976,,,
4360,1.46E+09,0.086,7.80E+07,-0.997162888,,,
4380,1.70E+09,0.084,5.77E+07,-0.998849159,,,
4400,1.37E+09,0.083,7.48E+07,-0.997025611,,,
4420,1.77E+09,0.087,7.03E+07,-0.998426575,,,
4440,1.82E+09,0.082,7.82E+07,-0.998154461,,,
4460,1.68E+09,0.087,8.47E+07,-0.99746587,,,
4480,1.57E+09,0.083,6.56E+07,-0.998259946,,,
4500,1.11E+09,0.084,8.54E+07,-0.994036073,,,
4520,1.49E+09,0.083,6.81E+07,-0.997910542,,,
4540,1.65E+09,0.085,8.79E+07,-0.99715123,,,
4560,1.34E+09,0.083,9.48E+07,-0.995025421,,,
4580,1.75E+09,0.086,7.74E+07,-0.998036896,,,
4600,1.49E+09,0.082,6.01E+07,-0.998365491,,,
4620,2.20E+09,0.085,7.22E+07,-0.998922067,,,
4640,1.36E+09,0.08,1.08E+08,-0.993679113,,,
4660,1.71E+09,0.086,6.92E+07,-0.998361174,,,
4680,1.73E+09,0.084,8.19E+07,-0.997771656,,,
4700,1.60E+09,0.085,7.12E+07,-0.998021391,,,
4720,1.35E+09,0.084,5.79E+07,-0.998158571,,,
4740,1.37E+09,0.08,8.67E+07,-0.995998392,,,
4760,1.51E+09,0.086,7.84E+07,-0.997320122,,,
4780,1.72E+09,0.084,9.41E+07,-0.997000746,,,
4800,1.76E+09,0.085,7.71E+07,-0.998074746,,,
4820,1.26E+09,0.083,1.03E+08,-0.993366933,,,
4840,1.75E+09,0.08,9.25E+07,-0.997205269,,,
4860,1.93E+09,0.085,6.46E+07,-0.998878159,,,
4880,1.39E+09,0.083,7.68E+07,-0.996926429,,,
4900,1.34E+09,0.083,7.49E+07,-0.99687821,,,
4920,1.28E+09,0.087,7.55E+07,-0.996545779,,Score:,
4940,1.49E+09,0.083,7.34E+07,-0.997573847,,-280.8837708,
4960,1.32E+09,0.085,8.52E+07,-0.995803653,,,
4980,1.31E+09,0.084,8.40E+07,-0.995869822,,Total time:,
5000,1.03E+09,0.083,1.29E+08,-0.984192315,,19.126,seconds
,,,,,,0.318766667,minutes
