id, d, s,c,score,,,
3580,1.69E+09,0.089,3.87E+07,-0.99947609,,,
3600,1.34E+09,0.092,4.74E+07,-0.998740941,,,
3620,2.29E+09,0.089,6.92E+07,-0.999089071,,,
3640,1.99E+09,0.09,5.56E+07,-0.999217091,,,
3660,1.99E+09,0.087,6.49E+07,-0.99893257,,,
3680,1.90E+09,0.088,5.25E+07,-0.999239948,,,
3700,2.26E+09,0.089,6.14E+07,-0.99926165,,,
3720,1.75E+09,0.09,7.19E+07,-0.998309949,,,
3740,2.36E+09,0.087,6.37E+07,-0.99926839,,,
3760,1.87E+09,0.088,8.32E+07,-0.998015951,,,
3780,2.21E+09,0.089,5.03E+07,-0.999483981,,,
3800,2.23E+09,0.09,7.26E+07,-0.998939479,,,
3820,2.43E+09,0.089,5.63E+07,-0.999462133,,,
3840,2.16E+09,0.091,4.24E+07,-0.999614839,,,
3860,2.49E+09,0.092,7.94E+07,-0.998986295,,,
3880,1.86E+09,0.089,6.97E+07,-0.998594335,,,
3900,1.91E+09,0.092,5.93E+07,-0.999034109,,,
3920,1.95E+09,0.088,5.74E+07,-0.999135749,,,
3940,2.54E+09,0.089,6.37E+07,-0.999372687,,,
3960,2.07E+09,0.088,7.35E+07,-0.998744021,,,
3980,2.27E+09,0.089,6.04E+07,-0.999291619,,,
4000,2.25E+09,0.092,8.58E+07,-0.998546333,,,
4020,2.50E+09,0.087,7.43E+07,-0.999115546,,,
4040,1.81E+09,0.09,8.43E+07,-0.997835862,,,
4060,1.99E+09,0.089,6.12E+07,-0.999058493,,,
4080,2.10E+09,0.088,7.96E+07,-0.998561093,,,
4100,1.79E+09,0.092,5.54E+07,-0.999039245,,,
4120,2.17E+09,0.09,8.67E+07,-0.998409214,,,
4140,2.38E+09,0.088,7.88E+07,-0.998906032,,,
4160,2.39E+09,0.09,6.87E+07,-0.999174778,,,
4180,2.20E+09,0.086,6.92E+07,-0.999006484,,,
4200,2.33E+09,0.092,7.74E+07,-0.998893868,,,
4220,2.21E+09,0.087,8.55E+07,-0.998502557,,,
4240,2.30E+09,0.093,6.78E+07,-0.999131956,,,
4260,2.00E+09,0.089,5.73E+07,-0.999176451,,,
4280,1.76E+09,0.09,7.91E+07,-0.997989791,,,
4300,2.01E+09,0.093,6.89E+07,-0.998819642,,,
4320,1.55E+09,0.087,8.71E+07,-0.996839806,,,
4340,1.66E+09,0.091,6.30E+07,-0.998555401,,,
4360,2.01E+09,0.091,7.80E+07,-0.998493623,,,
4380,2.15E+09,0.088,5.77E+07,-0.999278377,,,
4400,2.22E+09,0.09,7.48E+07,-0.998861316,,,
4420,1.96E+09,0.089,7.03E+07,-0.998714849,,,
4440,2.26E+09,0.089,7.82E+07,-0.998801728,,,
4460,2.32E+09,0.091,8.47E+07,-0.998661549,,,
4480,1.99E+09,0.091,6.56E+07,-0.998908749,,,
4500,1.63E+09,0.091,8.54E+07,-0.997267807,,,
4520,2.03E+09,0.09,6.81E+07,-0.99887085,,,
4540,2.17E+09,0.089,8.79E+07,-0.998364567,,,
4560,2.16E+09,0.088,9.48E+07,-0.998069648,,,
4580,1.95E+09,0.092,7.74E+07,-0.998426485,,,
4600,1.95E+09,0.093,6.01E+07,-0.999049095,,,
4620,2.63E+09,0.09,7.22E+07,-0.999247658,,,
4640,2.09E+09,0.09,1.08E+08,-0.997322921,,,
4660,1.96E+09,0.092,6.92E+07,-0.99875912,,,
4680,1.91E+09,0.088,8.19E+07,-0.998160165,,,
4700,1.88E+09,0.091,7.12E+07,-0.99856212,,,
4720,1.91E+09,0.087,5.79E+07,-0.999077617,,,
4740,1.94E+09,0.09,8.67E+07,-0.998009643,,,
