id, d, s,c,score,,,
2960,1.03E+09,0.084,4.60E+07,-0.99800496,,,
2980,9.44E+08,0.086,3.49E+07,-0.998631745,,,
3000,1.22E+09,0.085,4.16E+07,-0.998833068,,,
3020,1.26E+09,0.088,6.28E+07,-0.997509303,,,
3040,1.11E+09,0.087,3.89E+07,-0.998775918,,,
3060,9.69E+08,0.089,4.71E+07,-0.997636877,,,
3080,8.57E+08,0.086,3.20E+07,-0.998605123,,,
3100,1.17E+09,0.088,4.79E+07,-0.99830997,,,
3120,1.22E+09,0.088,5.27E+07,-0.998135675,,,
3140,1.25E+09,0.085,6.57E+07,-0.997249396,,,
3160,9.27E+08,0.085,3.98E+07,-0.998155702,,,
3180,1.31E+09,0.086,5.96E+07,-0.997920903,,,
3200,1.21E+09,0.086,5.10E+07,-0.99821063,,,
3220,9.35E+08,0.089,4.73E+07,-0.997439008,,,
3240,9.05E+08,0.086,3.49E+07,-0.998511762,,,
3260,1.10E+09,0.085,6.34E+07,-0.996698051,,,
3280,9.98E+08,0.089,4.67E+07,-0.997811193,,,
3300,1.14E+09,0.086,6.09E+07,-0.997160722,,,
3320,1.04E+09,0.085,4.72E+07,-0.997953708,,,
3340,6.75E+08,0.085,4.82E+07,-0.994906448,,,
3360,6.52E+08,0.085,4.41E+07,-0.995428602,,,
3380,1.16E+09,0.087,4.76E+07,-0.99832074,,,
3400,1.06E+09,0.088,4.56E+07,-0.99813716,,,
3420,8.62E+08,0.087,3.13E+07,-0.998681182,,,
3440,8.04E+08,0.087,5.70E+07,-0.994969503,,,
3460,1.10E+09,0.085,8.63E+07,-0.993797267,,,
3480,9.76E+08,0.105,5.84E+07,-0.996421802,,,
3500,1.07E+09,0.093,5.66E+07,-0.997198794,,,
3520,9.79E+08,0.088,5.81E+07,-0.996481025,,,
3540,1.07E+09,0.085,5.38E+07,-0.997491756,,,
3560,8.86E+08,0.085,5.68E+07,-0.995885662,,,
3580,1.06E+09,0.086,3.87E+07,-0.998677036,,,
3600,8.30E+08,0.086,4.74E+07,-0.996740586,,,
3620,1.25E+09,0.087,6.92E+07,-0.996925234,,,
3640,1.08E+09,0.084,5.56E+07,-0.997372882,,,
3660,1.13E+09,0.088,6.49E+07,-0.99669969,,,
3680,7.73E+08,0.088,5.25E+07,-0.995389947,,,
3700,1.49E+09,0.088,6.14E+07,-0.998297651,,,
3720,1.06E+09,0.086,7.19E+07,-0.995383461,,,
3740,1.46E+09,0.085,6.37E+07,-0.998088755,,,
3760,1.28E+09,0.085,8.32E+07,-0.99576341,,,
3780,9.66E+08,0.085,5.03E+07,-0.997288438,,,
3800,1.43E+09,0.086,7.26E+07,-0.997422537,,,
3820,1.15E+09,0.088,5.63E+07,-0.997586824,,,
3840,1.13E+09,0.089,4.24E+07,-0.998598168,,,
3860,1.18E+09,0.089,7.94E+07,-0.995504332,,,
3880,1.17E+09,0.088,6.97E+07,-0.996474659,,,
3900,1.11E+09,0.085,5.93E+07,-0.997150436,,,
3920,1.40E+09,0.087,5.74E+07,-0.998313298,,,
3940,9.77E+08,0.086,6.37E+07,-0.995748975,,,
3960,1.39E+09,0.088,7.35E+07,-0.99720025,,,
3980,1.10E+09,0.09,6.04E+07,-0.996964446,,,
4000,1.24E+09,0.087,8.58E+07,-0.995235341,,,
4020,1.27E+09,0.09,7.43E+07,-0.996581703,,,
4040,9.76E+08,0.083,8.43E+07,-0.992533717,,,
4060,1.16E+09,0.087,6.12E+07,-0.997224769,,,
4080,1.14E+09,0.086,7.96E+07,-0.995147332,,,
4100,1.22E+09,0.086,5.54E+07,-0.997921512,,,
4120,1.07E+09,0.091,8.67E+07,-0.993421737,,,
4140,1.28E+09,0.085,7.88E+07,-0.996208768,,,
4160,1.13E+09,0.089,6.87E+07,-0.996287339,,,
4180,1.26E+09,0.085,6.92E+07,-0.99695984,,,
4200,1.29E+09,0.086,7.74E+07,-0.996384924,,,
4220,1.13E+09,0.087,8.55E+07,-0.994241735,,,
4240,8.46E+08,0.087,6.78E+07,-0.993575799,,,
4260,1.23E+09,0.087,5.73E+07,-0.997826557,,,
4280,1.12E+09,0.085,7.91E+07,-0.994986979,,,
4300,8.87E+08,0.084,6.89E+07,-0.993967195,,,
4320,1.07E+09,0.088,8.71E+07,-0.993317317,,,
4340,1.02E+09,0.086,6.30E+07,-0.996158972,,,
4360,1.25E+09,0.089,7.80E+07,-0.99612778,,,
4380,9.47E+08,0.087,5.77E+07,-0.996284319,,,
4400,1.17E+09,0.087,7.48E+07,-0.995921427,,,
4420,8.50E+08,0.09,7.03E+07,-0.993156347,,,
4440,1.32E+09,0.086,7.82E+07,-0.996490276,,,
4460,1.12E+09,0.085,8.47E+07,-0.994306681,,,
4480,1.09E+09,0.088,6.56E+07,-0.996355381,,,
4500,1.07E+09,0.084,8.54E+07,-0.993585513,,,
4520,1.36E+09,0.086,6.81E+07,-0.997487435,,,
4540,1.11E+09,0.085,8.79E+07,-0.993762791,,,
4560,1.44E+09,0.085,9.48E+07,-0.995688745,,,
4580,1.21E+09,0.092,7.74E+07,-0.995919327,,,
4600,1.42E+09,0.086,6.01E+07,-0.998196555,,,
4620,1.21E+09,0.089,7.22E+07,-0.996454671,,,
4640,1.16E+09,0.086,1.08E+08,-0.991363135,,,
4660,1.12E+09,0.086,6.92E+07,-0.996151963,,,
4680,1.11E+09,0.085,8.19E+07,-0.99459988,,,
4700,1.34E+09,0.086,7.12E+07,-0.997159733,,,
4720,1.35E+09,0.086,5.79E+07,-0.998166692,,,
4740,7.65E+08,0.095,8.67E+07,-0.987139779,,,
4760,1.52E+09,0.088,7.84E+07,-0.997337106,,,
4780,1.17E+09,0.097,9.41E+07,-0.993518669,,,
4800,1.34E+09,0.085,7.71E+07,-0.996701129,,,
4820,1.04E+09,0.102,1.03E+08,-0.990113136,,,
4840,1.39E+09,0.084,9.25E+07,-0.995569762,,,
4860,1.30E+09,0.086,6.46E+07,-0.997535083,,,
4880,1.08E+09,0.085,7.68E+07,-0.994947819,,,
4900,8.47E+08,0.086,7.49E+07,-0.992171126,,,
4920,1.23E+09,0.088,7.55E+07,-0.996231299,,Score:,
4940,1.05E+09,0.084,7.34E+07,-0.995123,,-253.3734955,
4960,1.37E+09,0.085,8.52E+07,-0.996144788,,,
4980,8.76E+08,0.089,8.40E+07,-0.990814652,,Total time:,
5000,1.32E+09,0.085,1.29E+08,-0.990405242,,19.235,seconds
,,,,,,0.320583333,minutes
