id, d, s,c,score,,,
3580,1.00E+09,0.087,3.87E+07,-0.998507625,,,
3600,9.00E+08,0.084,4.74E+07,-0.997226807,,,
3620,1.11E+09,0.087,6.92E+07,-0.996145039,,,
3640,1.03E+09,0.087,5.56E+07,-0.997098618,,,
3660,1.11E+09,0.084,6.49E+07,-0.996584198,,,
3680,9.27E+08,0.091,5.25E+07,-0.996795772,,,
3700,8.90E+08,0.084,6.14E+07,-0.9952444,,,
3720,1.09E+09,0.09,7.19E+07,-0.995670473,,,
3740,1.23E+09,0.088,6.37E+07,-0.997319403,,,
3760,1.18E+09,0.108,8.32E+07,-0.99505494,,,
3780,8.76E+08,0.084,5.03E+07,-0.996703542,,,
3800,1.38E+09,0.087,7.26E+07,-0.997252076,,,
3820,1.31E+09,0.087,5.63E+07,-0.998154575,,,
3840,1.18E+09,0.088,4.24E+07,-0.998704409,,,
3860,1.48E+09,0.089,7.94E+07,-0.997111365,,,
3880,1.22E+09,0.092,6.97E+07,-0.996758432,,,
3900,1.05E+09,0.084,5.93E+07,-0.996828212,,,
3920,1.04E+09,0.091,5.74E+07,-0.996932529,,,
3940,1.37E+09,0.085,6.37E+07,-0.997843985,,,
3960,1.29E+09,0.086,7.35E+07,-0.996729112,,,
3980,1.31E+09,0.087,6.04E+07,-0.997870948,,,
4000,1.17E+09,0.086,8.58E+07,-0.994627683,,,
4020,1.00E+09,0.089,7.43E+07,-0.994525111,,,
4040,1.14E+09,0.088,8.43E+07,-0.994526891,,,
4060,1.20E+09,0.086,6.12E+07,-0.997391605,,,
4080,1.27E+09,0.087,7.96E+07,-0.996047324,,,
4100,1.41E+09,0.087,5.54E+07,-0.99845061,,,
4120,1.52E+09,0.085,8.67E+07,-0.996728143,,,
4140,1.03E+09,0.087,7.88E+07,-0.994180067,,,
4160,1.11E+09,0.088,6.87E+07,-0.99615313,,,
4180,1.40E+09,0.088,6.92E+07,-0.997544095,,,
4200,9.50E+08,0.087,7.74E+07,-0.993360709,,,
4220,1.08E+09,0.089,8.55E+07,-0.993714809,,,
4240,1.23E+09,0.086,6.78E+07,-0.996951223,,,
4260,1.06E+09,0.086,5.73E+07,-0.997081824,,,
4280,1.04E+09,0.085,7.91E+07,-0.994197116,,,
4300,1.03E+09,0.086,6.89E+07,-0.995516957,,,
4320,9.10E+08,0.09,8.71E+07,-0.990844734,,,
4340,1.15E+09,0.084,6.30E+07,-0.996996595,,,
4360,9.66E+08,0.09,7.80E+07,-0.993481376,,,
4380,9.32E+08,0.084,5.77E+07,-0.996165225,,,
4400,9.27E+08,0.087,7.48E+07,-0.993495847,,,
4420,1.06E+09,0.09,7.03E+07,-0.995578191,,,
4440,1.40E+09,0.083,7.82E+07,-0.996864454,,,
4460,1.05E+09,0.089,8.47E+07,-0.993531224,,,
4480,7.98E+08,0.087,6.56E+07,-0.99324438,,,
4500,1.11E+09,0.109,8.54E+07,-0.994043342,,,
4520,9.20E+08,0.088,6.81E+07,-0.994515173,,,
4540,8.82E+08,0.088,8.79E+07,-0.990069681,,,
4560,1.35E+09,0.087,9.48E+07,-0.995075755,,,
4580,1.45E+09,0.088,7.74E+07,-0.9971551,,,
4600,9.33E+08,0.091,6.01E+07,-0.995854329,,,
4620,1.22E+09,0.086,7.22E+07,-0.996480056,,,
4640,8.40E+08,0.085,1.08E+08,-0.983488271,,,
4660,1.23E+09,0.089,6.92E+07,-0.996846467,,,
4680,1.27E+09,0.087,8.19E+07,-0.995838732,,,
4700,1.03E+09,0.091,7.12E+07,-0.995245908,,,
4720,1.15E+09,0.09,5.79E+07,-0.99746097,,,
4740,1.24E+09,0.087,8.67E+07,-0.995079676,,,
4760,1.40E+09,0.091,7.84E+07,-0.996850591,,,
4780,1.34E+09,0.085,9.41E+07,-0.995046779,,,
4800,1.35E+09,0.088,7.71E+07,-0.996736533,,,
4820,1.19E+09,0.088,1.03E+08,-0.992515665,,,
4840,1.04E+09,0.086,9.25E+07,-0.992141955,,,
4860,1.63E+09,0.091,6.46E+07,-0.998433263,,,
4880,1.07E+09,0.085,7.68E+07,-0.994809372,,,
4900,1.05E+09,0.087,7.49E+07,-0.994917439,,,
4920,1.14E+09,0.087,7.55E+07,-0.995589979,,Score:,
4940,1.19E+09,0.086,7.34E+07,-0.996205148,,-256.4707284,
4960,9.67E+08,0.089,8.52E+07,-0.99223186,,,
4980,1.26E+09,0.09,8.40E+07,-0.995536236,,Total time:,
5000,1.10E+09,0.089,1.29E+08,-0.986232731,,19.452,seconds
,,,,,,0.3242,minutes
